,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.SlCol(IO),Test.SlErr(IO),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 42
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.001453888130757798,9.581190616612168e+18,1.248721040118868e+19,6415142569557207.0,992069402674591.4,-0.0073080640231798,0.010617027459138213,-0.041629919335583986,0.00015734964925436117,0.0,0.0,1.0,1.0,0.032680801838579444,0.013167969153046107,0.01034004744041604,0.027113477979197626,-0.04020912755423478,0.05813006523031208,-0.026095433840059398,0.058218572867756134,-0.08777254122377395,0.07752121922734022,-4.6912486115958473e+42,2.407388261515598e+43,75288575173.25409,258544672213.96732,11206604885022.29,16937542971768.201,0.0002619235623714719,3.990797606692785e-05,5.64871158246656e-06,-1.6613322635958383e-07,1.4881676013154403e-06,9.685434191353428e-08,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.01104962296947869,1.2073379558704503e+20,9.48267241257841e+19,2.7967845578158244e+16,7521302031106372.0,0.1493191098686293,0.0807268770561643,0.035106260626090756,0.0005790727650846227,0.0,0.0,0.0,0.0,0.11782207962136657,0.10011100412403066,0.3261894293854654,0.20623878466990608,0.4453629695226894,0.44110671443813054,0.6583075914023713,0.4433916135889579,0.6797434992980986,0.5892017545634489,3.0242537864985924e+44,1.830464687182465e+44,1680568166868.3894,1970675911678.5515,180356894311329.97,128749559608457.81,0.002249294993986334,0.00014111404207236539,7.290863607434329e-05,5.400474238898807e-06,4.879883293063779e-06,3.158159219712353e-07,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.00017661,-1.6782e+21,1.5184e+18,-4.01e+17,120170000000000.0,-4.576,0.0012879,-0.15299,7.8556e-15,0.0,0.0,1.0,1.0,-2.5888,0.0015976,-9.8215,0.0032744,-13.162,0.0070551,-25.087,0.0068982,-9.7422,0.0093765,-1.4737e+45,2.9238e+42,-18646000000000.0,31308000000.0,-7591700000000000.0,2057100000000.0,-0.054842,1.3977e-14,-0.00046624,-3.9522e-05,4.9098e-16,3.1741e-18,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00028744,4.356e+16,2.477e+18,-548720000000000.0,195830000000000.0,-0.01869,0.0020967,-0.065877,5.1488e-12,0.0,0.0,1.0,1.0,0.0089804,0.0026046,0.0013966,0.0053533,-0.084486,0.011545,-0.038702,0.011514,-0.18786,0.015361,-1.0472e+43,4.7631e+42,4125800000.0,50997000000.0,-953790000000.0,3349600000000.0,-0.00024745,5.7989e-12,-1.6368e-05,-1.0968e-06,5.5018e-14,3.4164e-15,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.00032739,2.1598e+18,2.8198e+18,737560000000000.0,224280000000000.0,0.00043192,0.0023882,-0.036726,3.28e-09,0.0,0.0,1.0,1.0,0.02782,0.0029637,0.02545,0.0061125,-0.019256,0.013155,-0.014553,0.013274,-0.072829,0.017521,-2.3936e+42,5.4157e+42,33733000000.0,58044000000.0,3067000000000.0,3811000000000.0,0.00015047,3.8584e-09,4.2742e-06,-3.4085e-07,5.0553e-11,3.5262e-12,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.0004178,6.2093e+18,3.5944e+18,2734900000000000.0,286520000000000.0,0.010635,0.0030487,-0.016226,7.0337e-05,0.0,0.0,1.0,1.0,0.054386,0.0037805,0.04137,0.0077822,0.021208,0.016758,0.020079,0.016768,-0.04487,0.022292,2.2482e+42,6.9134e+42,61952000000.0,74094000000.0,13759000000000.0,4865900000000.0,0.00048838,4.5262e-05,2.3566e-05,6.0625e-07,9.8457e-07,5.8031e-08,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.30015,3.3182e+21,2.572e+21,2.3192e+17,2.0399e+17,5.0186,2.1974,0.09158,0.012369,0.0,0.0,1.0,1.0,3.0769,2.7233,7.6974,5.6427,9.5428,11.957,9.0435,12.378,25.863,16.098,9.144e+45,4.9767e+45,74818000000000.0,53880000000000.0,3106200000000000.0,3499100000000000.0,0.029685,0.0028321,0.0012329,0.00017056,0.0001261,7.6685e-06,
