,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 40
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.0014509910520059453,1.0788570879542352e+19,3.251245717682036e+18,6902128517179792.0,966091034175334.4,-0.012554100773194646,0.010333148558692436,-0.04482423509786033,0.00016823659054371258,0.0,0.0,1.0,1.0,0.03660329418906382,0.012726047280832077,-0.0001944437625557093,0.02462118282317974,-0.03709671474531953,0.05582745170876684,-0.039308116412481456,0.05621904612184255,-0.09196829936939074,0.07435394323922745,2.6430892794561675e+42,6.881070552748879e+42,97532071701.39673,232416990490.34177,0.00028626921502228824,3.3507913702309664e-05,8.630283073997008e-06,4.019113438038631e-07,1.2019888332855614e-06,7.699143582742126e-08,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.011392122150742263,4.309398435765498e+19,2.5545465024165196e+19,2.8903808351149644e+16,7589103877679616.0,0.1587060593189271,0.08125683576403839,0.035058720335844826,0.0007816348558849822,0.0,0.0,0.0,0.0,0.15035516185725387,0.09991189705987756,0.39124348468502307,0.19358069881925083,0.4386691745938334,0.4387941984393482,0.5973343681531088,0.4441334951958652,0.7838736933126463,0.5849653269098148,9.488765545562464e+43,5.404970915450867e+43,1521848511110.1787,1826467980161.5933,0.002503126045854193,0.00011245762704906453,7.422588829846304e-05,6.494453492865399e-06,4.325519897853079e-06,2.86207598346497e-07,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.00017862,-8.4667e+20,4.0042e+17,-1.9599e+17,117920000000000.0,-6.5794,0.0012707,-0.16222,2.9499e-14,0.0,0.0,1.0,1.0,-1.9907,0.0015657,-13.175,0.0030127,-10.369,0.0068657,-24.147,0.0067666,-13.206,0.0091118,-2.771e+45,8.4695e+41,-11373000000000.0,28235000000.0,-0.053705,3.9589e-14,-0.0012701,-2.8231e-05,2.0618e-16,7.762e-18,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00028611,3.7712e+17,6.3914e+17,-593850000000000.0,190440000000000.0,-0.021104,0.0020304,-0.067359,4.0277e-12,0.0,0.0,1.0,1.0,0.009924,0.0025111,0.0029879,0.0048694,-0.073988,0.010982,-0.044013,0.011179,-0.20424,0.014643,-1.3907e+42,1.3545e+42,30734000000.0,45937000000.0,-0.00024687,4.2855e-12,-1.0886e-05,-7.0601e-07,3.1027e-14,1.884e-15,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.0003337,1.1132e+18,7.4504e+17,696860000000000.0,222660000000000.0,-0.001569,0.0023697,-0.040314,6.9537e-10,0.0,0.0,1.0,1.0,0.029144,0.0029302,0.023296,0.0056797,-0.014322,0.012812,-0.018524,0.013077,-0.070309,0.0171,3.7576e+41,1.5805e+42,52834000000.0,53468000000.0,0.00017208,6.4451e-10,6.6921e-06,1.132e-07,8.1081e-12,5.496e-13,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.00043535,6.39e+18,9.7332e+17,2912000000000000.0,291490000000000.0,0.0082712,0.0030947,-0.016146,5.3156e-05,0.0,0.0,1.0,1.0,0.055857,0.0038192,0.038694,0.0073807,0.023427,0.016735,0.012594,0.016763,-0.043418,0.022306,2.244e+42,2.0637e+42,78639000000.0,69664000000.0,0.00051367,3.4261e-05,2.5452e-05,1.0342e-06,5.6158e-07,3.2368e-08,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.26171,4.1352e+20,5.8627e+20,2.4518e+17,1.7536e+17,3.2222,1.8723,0.12234,0.026304,0.0,0.0,1.0,1.0,4.1041,2.2957,3.3549,4.4576,6.7823,10.096,4.4988,10.309,30.428,13.491,3.8731e+45,1.2428e+45,52775000000000.0,41882000000000.0,0.04301,0.0019626,0.0017082,0.00019931,9.1551e-05,7.0058e-06,
