; Calib.Test.Wavelength	Calib.Test.RMS	
;  4.2507e+002	 9.1474e-003	
;  4.3508e+002	 9.3219e-003	
;  4.4510e+002	 4.2886e-003	
;  4.5514e+002	 2.5263e-003	
;  4.6514e+002	 5.3663e-003	
;  4.7518e+002	 2.6769e-003	
# Results obtained using Qdoas (Qdoas version BETA - 17 March 2021), Royal Belgian Institute for Space Aeronomy (BIRA-IASB), http://uv-vis.aeronomie.be/software/QDOAS
# Date (DD/MM/YYYY)	Time (hh:mm:ss)	Scans	Tint	SZA	Longitude	Latitude	Test.RMS	Test.SlCol(O3)	Test.SlErr(O3)	Test.SlCol(NO2)	Test.SlErr(NO2)	Test.SlCol(intensityWavesLogVIS_PC1)	Test.SlErr(intensityWavesLogVIS_PC1)	Test.Shift(intensityWavesLogVIS_PC1)	Test.Err Shift(intensityWavesLogVIS_PC1)	Test.Stretch(intensityWavesLogVIS_PC1)1	Test.Stretch(intensityWavesLogVIS_PC1)2	Test.Err Stretch(intensityWavesLogVIS_PC1)1	Test.Err Stretch(intensityWavesLogVIS_PC1)2	Test.SlCol(intensityWavesLogVIS_PC2)	Test.SlErr(intensityWavesLogVIS_PC2)	Test.SlCol(intensityWavesLogVIS_PC3)	Test.SlErr(intensityWavesLogVIS_PC3)	Test.SlCol(intensityWavesLogVIS_PC4)	Test.SlErr(intensityWavesLogVIS_PC4)	Test.SlCol(intensityWavesLogVIS_PC5)	Test.SlErr(intensityWavesLogVIS_PC5)	Test.SlCol(intensityWavesLogVIS_PC6)	Test.SlErr(intensityWavesLogVIS_PC6)	Test.SlCol(O4)	Test.SlErr(O4)	Test.SlCol(CLD)	Test.SlErr(CLD)	Test.SlCol(IO)	Test.SlErr(IO)	Test.Shift(Spectrum)	Test.Err Shift(Spectrum)	Test.Stretch(Spectrum)1	Test.Stretch(Spectrum)2	Test.Err Stretch(Spectrum)1	Test.Err Stretch(Spectrum)2	
23/08/2022	18:10:22	   53	    0.100000	   38.339302	  -81.360825	   48.571117	 2.9030e-003	 3.0122e+019	 6.4635e+018	-2.3277e+015	 2.1771e+015	-3.7540e-002	 2.0741e-002	-4.5444e-003	 7.1958e-013	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 3.7458e-002	 2.5508e-002	-3.7584e-002	 5.0337e-002	-8.9719e-002	 1.1239e-001	 4.7265e-002	 1.1058e-001	-3.9019e-001	 1.4897e-001	 4.0273e+043	 1.3837e+043	-5.5221e+011	 1.3071e+012	 5.9064e+013	 2.9467e+013	-7.4790e-003	 1.5597e-012	-1.6426e-005	 6.9051e-006	 4.6721e-015	 2.8219e-016	
23/08/2022	18:10:27	    1	    0.100000	   38.343441	  -81.360596	   48.571186	 2.0786e-003	 4.0770e+018	 4.6349e+018	 4.3619e+015	 1.4665e+015	-3.6289e-002	 1.4817e-002	 2.2941e-003	 1.3576e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 5.0350e-002	 1.8257e-002	 1.2157e-001	 3.5860e-002	-9.7205e-002	 8.0548e-002	-6.0007e-002	 7.8962e-002	 1.3563e-002	 1.0746e-001	 1.9626e+043	 9.9362e+042	 8.9109e+011	 8.6889e+011	-9.9850e+012	 2.1158e+013	-6.0129e-003	 8.4999e-012	 2.0212e-005	-2.6393e-006	 3.6445e-014	 1.5453e-015	
23/08/2022	18:10:27	    1	    0.100000	   38.343445	  -81.360588	   48.571190	 1.8309e-003	 1.1096e+019	 4.0848e+018	 5.0667e+015	 1.1924e+015	-3.4031e-002	 1.3080e-002	 2.5878e-003	 1.9160e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 3.7829e-002	 1.6089e-002	 7.8867e-003	 3.1969e-002	-2.9947e-002	 7.0850e-002	-1.6067e-001	 6.9521e-002	-7.1344e-002	 9.4410e-002	 1.5567e+043	 8.7499e+042	 6.4887e+011	 9.1331e+011	-2.1560e+013	 1.8649e+013	-5.7964e-003	 2.1741e-012	-1.5469e-005	 1.9009e-006	 1.4389e-014	 8.8654e-016	
23/08/2022	18:10:28	    6	    0.100000	   38.344269	  -81.360558	   48.571205	 1.0121e-003	 1.4413e+019	 2.2520e+018	 3.4453e+015	 7.8362e+014	-1.2994e-002	 7.2703e-003	-7.0722e-003	 4.3800e-013	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 5.9031e-002	 8.9671e-003	 3.9255e-002	 1.7878e-002	 8.9217e-002	 3.9127e-002	 5.2585e-002	 3.8550e-002	-1.5185e-001	 5.2346e-002	 3.5976e+043	 4.8246e+042	 9.6797e+011	 4.2821e+011	 1.5776e+013	 1.0263e+013	-6.4147e-003	 8.8262e-012	 3.0838e-005	-1.1181e-006	 7.1469e-014	 9.7939e-017	
23/08/2022	18:10:28	   23	    0.100000	   38.344341	  -81.360458	   48.571259	 6.1126e-004	 1.3164e+019	 1.3583e+018	 3.2237e+015	 4.0854e+014	-3.0304e-002	 4.3554e-003	-1.4194e-003	 8.9357e-013	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 1.2685e-002	 5.3714e-003	 4.3831e-002	 1.0486e-002	-8.3100e-002	 2.3675e-002	-2.7705e-002	 2.3215e-002	-1.6784e-001	 3.1410e-002	 2.3412e+043	 2.9157e+042	 3.9333e+011	 2.7241e+011	-3.6223e+012	 6.2207e+012	-4.9830e-003	 2.5432e-012	 2.0770e-005	 8.2329e-007	 2.1111e-014	 1.5222e-015	
23/08/2022	18:10:30	    4	    0.100000	   38.346020	  -81.360367	   48.571312	 1.3116e-003	 1.4578e+019	 2.9108e+018	 3.5657e+015	 8.8264e+014	-3.2972e-002	 9.3426e-003	-3.0138e-002	 6.6915e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 1.6284e-002	 1.1533e-002	 3.6288e-002	 2.2711e-002	-9.9369e-002	 5.0890e-002	-1.5728e-002	 5.1677e-002	-1.2328e-001	 6.8107e-002	 2.7829e+043	 6.2644e+042	 7.4302e+011	 5.9414e+011	-1.6297e+013	 1.3356e+013	-5.9058e-003	 7.9228e-012	-9.3610e-005	-2.8815e-006	 1.0081e-013	 6.1245e-015	
23/08/2022	18:10:31	    4	    0.100000	   38.346848	  -81.360344	   48.571323	 1.2056e-003	 1.0505e+019	 2.6832e+018	 5.1104e+015	 8.1917e+014	-2.5841e-002	 8.5974e-003	-3.0664e-003	 7.6784e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 1.5399e-002	 1.0583e-002	 3.3945e-002	 2.0712e-002	 2.7947e-002	 4.6625e-002	-4.4879e-002	 4.5801e-002	-2.0022e-001	 6.2190e-002	 1.8902e+043	 5.7528e+042	 1.2621e+012	 5.7689e+011	-2.8018e+013	 1.2250e+013	-6.6463e-003	 4.7723e-011	-4.7083e-005	 4.1929e-006	 4.2116e-014	 2.2311e-015	
23/08/2022	18:10:31	    4	    0.100000	   38.346863	  -81.360313	   48.571339	 1.2866e-003	 9.7044e+018	 2.8612e+018	 5.3134e+015	 8.3610e+014	-3.8224e-002	 9.1662e-003	-1.1982e-002	 4.8962e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 5.4506e-002	 1.1328e-002	 4.2409e-002	 2.2108e-002	-8.8093e-003	 5.0072e-002	-1.1275e-001	 4.9231e-002	-1.9393e-001	 6.6225e-002	 1.8614e+043	 6.1428e+042	 1.1360e+012	 6.0877e+011	-3.4775e+013	 1.3080e+013	-6.2662e-003	 4.4337e-012	-1.5475e-005	-2.0238e-007	 1.4285e-014	 6.3766e-016	
23/08/2022	18:10:32	   13	    0.100000	   38.347710	  -81.360260	   48.571365	 8.8427e-004	 1.1419e+019	 1.9708e+018	 3.9250e+015	 6.0810e+014	-3.1850e-002	 6.3025e-003	 1.5130e-003	 2.5920e-012	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 1.9200e-002	 7.7683e-003	 3.7464e-002	 1.5209e-002	-5.4886e-002	 3.4278e-002	-3.3164e-002	 3.3567e-002	-1.4546e-001	 4.5954e-002	 2.3594e+043	 4.2266e+042	 4.0507e+011	 3.7505e+011	-1.0022e+013	 8.9952e+012	-5.0447e-003	 1.4348e-011	 1.8018e-005	 1.1877e-006	 4.1387e-014	 4.0815e-015	
23/08/2022	18:10:33	    2	    0.100000	   38.348545	  -81.360207	   48.571388	 1.4499e-003	 1.1165e+019	 3.2257e+018	 6.3698e+015	 1.1035e+015	-5.0832e-002	 1.0376e-002	-1.5048e-003	 2.2688e-011	 0.0000e+000	 0.0000e+000	 1.0000e+000	 1.0000e+000	 6.3647e-002	 1.2753e-002	 8.8666e-004	 2.4997e-002	-8.2688e-002	 5.6052e-002	-1.1249e-001	 5.5090e-002	-2.2182e-001	 7.4643e-002	 1.8598e+043	 6.9109e+042	 1.0685e+012	 6.1246e+011	-1.4874e+013	 1.4700e+013	-5.1706e-003	 3.8770e-011	-1.0143e-006	-1.1816e-006	 8.5432e-014	 6.2009e-015	
