; Calib.Test.Wavelength	Calib.Test.RMS	
;  4.2508e+002	 9.0161e-003	
;  4.3508e+002	 8.9644e-003	
;  4.4510e+002	 4.1773e-003	
;  4.5514e+002	 2.4430e-003	
;  4.6513e+002	 5.3984e-003	
;  4.7516e+002	 2.8370e-003	
# Results obtained using Qdoas (Qdoas version BETA - 17 March 2021), Royal Belgian Institute for Space Aeronomy (BIRA-IASB), http://uv-vis.aeronomie.be/software/QDOAS
# Date (DD/MM/YYYY)	Time (hh:mm:ss)	Scans	Tint	SZA	Longitude	Latitude	Test.RMS	Test.SlCol(O3)	Test.SlErr(O3)	Test.SlCol(NO2)	Test.SlErr(NO2)	Test.SlCol(O4)	Test.SlErr(O4)	Test.SlCol(CLD)	Test.SlErr(CLD)	Test.SlCol(IO)	Test.SlErr(IO)	Test.Shift(Spectrum)	Test.Err Shift(Spectrum)	Test.Stretch(Spectrum)1	Test.Stretch(Spectrum)2	Test.Err Stretch(Spectrum)1	Test.Err Stretch(Spectrum)2	
23/08/2022	18:10:22	   53	    0.100000	   38.339302	  -81.360825	   48.571117	 2.9676e-003	 2.9324e+019	 6.3711e+018	-3.2009e+015	 2.1664e+015	 4.3168e+043	 1.3715e+043	-3.9844e+011	 5.0345e+011	 5.3332e+013	 2.8220e+013	-5.7896e-003	 6.1000e-004	 5.9618e-005	 1.1730e-006	 1.3599e-005	 8.0411e-007	
23/08/2022	18:10:27	    1	    0.100000	   38.343441	  -81.360596	   48.571186	 2.1893e-003	 1.1010e+019	 4.7001e+018	 6.6737e+015	 1.5982e+015	 1.5832e+043	 1.0118e+043	 1.0064e+012	 3.7140e+011	-2.8983e+013	 2.0819e+013	-5.5252e-003	 1.2559e-011	 7.7225e-005	 3.9622e-007	 5.1217e-014	 4.1193e-014	
23/08/2022	18:10:27	    1	    0.100000	   38.343445	  -81.360588	   48.571190	 1.8766e-003	 1.3186e+019	 4.0289e+018	 5.8901e+015	 1.3699e+015	 1.3769e+043	 8.6731e+042	 8.1822e+010	 3.1836e+011	-2.0444e+013	 1.7845e+013	-5.7559e-003	 3.7736e-005	 2.3649e-006	 1.8344e-006	 1.3208e-006	 1.5810e-007	
23/08/2022	18:10:28	    6	    0.100000	   38.344269	  -81.360558	   48.571205	 1.1772e-003	 1.7009e+019	 2.5273e+018	 2.9110e+015	 8.5936e+014	 3.5571e+043	 5.4406e+042	 3.1401e+011	 1.9971e+011	-3.0153e+011	 1.1194e+013	-7.4189e-003	 4.8382e-007	 2.0494e-005	 3.9756e-006	 3.4992e-009	 1.1587e-010	
23/08/2022	18:10:28	   23	    0.100000	   38.344341	  -81.360458	   48.571259	 7.2005e-004	 1.5953e+019	 1.5458e+018	 4.1446e+015	 5.2564e+014	 2.1238e+043	 3.3278e+042	 9.1913e+010	 1.2215e+011	-8.2823e+012	 6.8471e+012	-5.0536e-003	 2.2215e-005	 2.3424e-005	 1.6982e-006	 9.3874e-008	 9.7918e-008	
23/08/2022	18:10:30	    4	    0.100000	   38.346020	  -81.360367	   48.571312	 1.3689e-003	 1.8394e+019	 2.9389e+018	 4.6647e+015	 9.9931e+014	 2.4018e+043	 6.3266e+042	 2.2692e+011	 2.3223e+011	-2.0117e+013	 1.3017e+013	-5.8501e-003	 7.1155e-007	-5.5288e-005	-5.2934e-009	 8.3296e-009	 5.2295e-010	
23/08/2022	18:10:31	    4	    0.100000	   38.346848	  -81.360344	   48.571323	 1.2850e-003	 1.2900e+019	 2.7587e+018	 5.4636e+015	 9.3804e+014	 1.6966e+043	 5.9388e+042	 2.1810e+011	 2.1799e+011	-2.8866e+013	 1.2219e+013	-6.0218e-003	 1.8178e-011	-4.9193e-005	 2.7262e-006	 4.4276e-014	 3.7379e-015	
23/08/2022	18:10:31	    4	    0.100000	   38.346863	  -81.360313	   48.571339	 1.4247e-003	 1.3455e+019	 3.0585e+018	 6.3160e+015	 1.0400e+015	 1.4576e+043	 6.5843e+042	 2.1975e+011	 2.4169e+011	-4.2302e+013	 1.3547e+013	-6.8828e-003	 2.1272e-006	-2.5615e-005	 2.7263e-006	 8.3848e-009	 6.6934e-010	
23/08/2022	18:10:32	   13	    0.100000	   38.347710	  -81.360260	   48.571365	 9.6996e-004	 1.3647e+019	 2.0824e+018	 5.0199e+015	 7.0807e+014	 2.2115e+043	 4.4828e+042	 1.7788e+011	 1.6455e+011	-1.6017e+013	 9.2235e+012	-5.1093e-003	 5.9962e-005	-1.1357e-005	 3.5810e-007	 1.7500e-006	 1.9715e-007	
23/08/2022	18:10:33	    2	    0.100000	   38.348545	  -81.360207	   48.571388	 1.5521e-003	 1.4852e+019	 3.3322e+018	 6.1582e+015	 1.1331e+015	 1.5844e+043	 7.1735e+042	 4.0504e+011	 2.6331e+011	-2.0332e+013	 1.4760e+013	-5.7436e-003	 1.7087e-009	-3.6346e-006	 2.2221e-006	 1.3369e-011	 3.0588e-013	
23/08/2022	18:10:33	    4	    0.100000	   38.348560	  -81.360191	   48.571396	 8.3172e-004	 1.2561e+019	 1.7856e+018	 3.9325e+015	 6.0716e+014	 1.7030e+043	 3.8439e+042	-1.2641e+010	 1.4110e+011	 2.2208e+012	 7.9090e+012	-5.0573e-003	 5.1536e-005	-4.9304e-006	-4.4313e-007	 4.1124e-006	 2.7554e-007	
