,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 40
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.0014433325260029678,1.10011171506538e+19,3.2245926924219965e+18,9494932781010402.0,1321934674591381.8,-0.01260869926832095,0.010285374294205056,-0.030581392693907875,0.00014717299596010588,0.0,0.0,1.0,1.0,0.03792039075982167,0.01267553372956909,0.0004879476864784561,0.02445867973254082,-0.034465926034234776,0.055559330757801,-0.04454468031352152,0.05566937456166413,-0.09541607960743538,0.07399574742942064,1.5190723034769696e+42,6.872121465081728e+42,118053382335.21545,255037486775.6315,0.00027038328508410136,3.0415307324011603e-05,1.602392349479943e-05,8.215892910282293e-07,9.528467851477439e-07,6.37354514569586e-08,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.010796132449411047,4.1829577176313135e+19,2.414190745478358e+19,3.953771079747856e+16,9881844972011054.0,0.16216048094200158,0.07703517618533941,0.03212692122938735,0.0006853201179288198,0.0,0.0,0.0,0.0,0.15670247319951303,0.0948102433789525,0.37085458862531084,0.1829347727839836,0.4507742969623418,0.415898007119761,0.6516425658420161,0.41650572711260125,0.6058289438214116,0.5539588751856834,8.4731359875960625e+43,5.142589472815358e+43,1575635774565.2334,1907926112160.5264,0.002252036322995745,0.00012265732387386786,8.946364012770481e-05,6.886121204422006e-06,3.981816800922691e-06,3.029381931560341e-07,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.0001786,-5.3377e+20,3.9897e+17,-2.4313e+17,162900000000000.0,-6.6171,0.0012708,-0.16177,4.2301e-14,0.0,0.0,1.0,1.0,-2.3218,0.0015673,-11.961,0.0030099,-10.611,0.006868,-20.922,0.0067611,-16.545,0.0091267,-2.0236e+45,8.5024e+41,-21453000000000.0,31386000000.0,-0.044626,7.2128e-14,-0.00063503,-2.6602e-05,1.9107e-16,1.3342e-17,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00029761,3.914e+17,6.6285e+17,-829900000000000.0,273550000000000.0,-0.021195,0.0021158,-0.043811,2.6879e-12,0.0,0.0,1.0,1.0,0.010859,0.0026163,0.0026368,0.0050672,-0.073604,0.011439,-0.047065,0.011591,-0.20245,0.015278,-1.8628e+42,1.4159e+42,40467000000.0,52745000000.0,-0.0002434,2.6382e-12,-4.7687e-06,-5.4756e-07,1.6585e-14,1.0616e-15,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.00035282,1.1426e+18,7.8573e+17,913900000000000.0,323400000000000.0,-0.0016795,0.0025075,-0.021334,2.8307e-11,0.0,0.0,1.0,1.0,0.029576,0.0031,0.022641,0.006011,-0.016522,0.013558,-0.01992,0.013851,-0.068772,0.018126,3.7063999999999996e+41,1.6783e+42,73726000000.0,62411000000.0,0.00016627,1.6704e-11,1.0242e-05,2.5605e-07,2.245e-13,1.3296e-14,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.00044477,6.4758e+18,9.9365e+17,3977600000000000.0,407350000000000.0,0.007974,0.0031667,-0.0078027,2.2971e-05,0.0,0.0,1.0,1.0,0.056252,0.0039067,0.037688,0.007508,0.022992,0.017107,0.0094612,0.016953,-0.042009,0.022733,2.2881e+42,2.1174e+42,113400000000.0,78567000000.0,0.00052364,1.4419e-05,2.623e-05,1.24e-06,2.1366e-07,1.3138e-08,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.25453,4.1612e+20,5.6792e+20,3.4592e+17,2.3212e+17,2.0979,1.8131,0.12853,0.017729,0.0,0.0,1.0,1.0,4.5213,2.2338,3.1147,4.2976,9.6903,9.7955,8.2693,9.7024,13.491,13.03,3.3801e+45,1.2121e+45,61011000000000.0,45020000000000.0,0.036664,0.0026256,0.0037807,0.00026273,9.0472e-05,8.9606e-06,
