,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.SlCol(IO),Test.SlErr(IO),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 42
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.001542008624071328,1.0151292709901918e+19,3.4682666300148506e+18,6372530730104012.0,1002295007429420.5,-0.009908308368647844,0.01098283322436851,-0.03869313124861812,0.00014571548304917605,0.0,0.0,1.0,1.0,0.03487505998038639,0.013510809628529007,0.011258293988707287,0.02656573925705789,-0.04508811866448732,0.0595394753937593,-0.03018984814115908,0.06009249604754838,-0.09434631591827633,0.07935248704309059,2.2432045451887066e+42,7.323147462109968e+42,61507164281.961365,255200358395.24518,10065179555780.09,15558473699851.412,0.0002163634894832076,3.5493622843946754e-05,0.0,0.0,1.0,1.0,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.011653474746426841,4.185150378904726e+19,2.6216967976523575e+19,2.756024923584223e+16,7602002819035542.0,0.158425552962036,0.08307056289514574,0.03439199147782178,0.0004618515717743712,0.0,0.0,0.0,0.0,0.16324417155223772,0.10211908886268622,0.3396680423511145,0.2011267722278229,0.4852719944166446,0.4501677830502986,0.7819695298348776,0.4571516429005367,0.6898807384515068,0.6006136981776372,9.580868388971294e+43,5.535314463317916e+43,1483146805246.4646,1921785924777.18,201198766157079.0,117594323863054.2,0.002176441710665702,0.00012104464903523391,0.0,0.0,0.0,0.0,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.00017965,-9.2218e+20,4.031e+17,-2.7887e+17,115530000000000.0,-6.8101,0.0012778,-0.15617,3.8213e-14,0.0,0.0,1.0,1.0,-2.3714,0.0015729,-10.931,0.0030776,-15.022,0.0069306,-27.39,0.0068402,-12.48,0.0092066,-2.6495e+45,8.532799999999999e+41,-12870000000000.0,29367000000.0,-7491600000000000.0,1811800000000.0,-0.033469,1.5136e-13,0.0,0.0,1.0,1.0,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00029604,2.9717e+17,6.633e+17,-567180000000000.0,192280000000000.0,-0.019222,0.0020995,-0.06312,5.1306e-12,0.0,0.0,1.0,1.0,0.0075308,0.0025941,0.00458,0.0051025,-0.077618,0.011423,-0.040348,0.011597,-0.20406,0.015219,-1.6363e+42,1.4041e+42,18976000000.0,48945000000.0,-444700000000.0,2986300000000.0,-0.0001837,5.4724e-12,0.0,0.0,1.0,1.0,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.00034434,1.0138e+18,7.7154e+17,622410000000000.0,223480000000000.0,-0.00037729,0.0024448,-0.032629,1.5976e-09,0.0,0.0,1.0,1.0,0.026052,0.0030163,0.027359,0.0059397,-0.017119,0.013288,-0.015395,0.013592,-0.067394,0.017735,4.3087e+41,1.6351e+42,47427000000.0,57110000000.0,2900600000000.0,3474900000000.0,1.873e-05,1.7806e-09,0.0,0.0,1.0,1.0,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.00044822,6.3323e+18,1.0074e+18,2556300000000000.0,290510000000000.0,0.0093571,0.0031891,-0.011881,9.101e-05,0.0,0.0,1.0,1.0,0.052862,0.0039254,0.044541,0.0076922,0.019492,0.017289,0.01951,0.017237,-0.041709,0.022968,2.4274e+42,2.127e+42,75171000000.0,74102000000.0,10490000000000.0,4522400000000.0,0.00016662,4.611e-05,0.0,0.0,1.0,1.0,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.25184,3.6844e+20,5.6701e+20,2.2961e+17,1.6783e+17,1.8922,1.7994,0.18835,0.007911,0.0,0.0,1.0,1.0,4.0223,2.207,2.4452,4.3723,10.117,9.7387,7.503,10.109,22.533,13.045,3.7479e+45,1.1965e+45,53235000000000.0,42130000000000.0,4686900000000000.0,2541100000000000.0,0.043335,0.0020464,0.0,0.0,1.0,1.0,
