,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 40
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.0015265220891530502,1.0109544945242198e+19,3.4153528588410076e+18,6527213441988113.0,982541150074294.2,-0.011390618466320945,0.010878015809806857,-0.0447518970659734,0.000135425661627069,0.0,0.0,1.0,1.0,0.034944578306092114,0.013380807369985134,0.00012252219465079832,0.025899625557206547,-0.03717658928193173,0.05878642505200583,-0.025993124870430914,0.05919945991084681,-0.09613289580237741,0.07830976053491842,3.321588445194653e+42,7.247225075780093e+42,79441901386.32986,253868522734.02673,0.00033574564032689413,3.3820023029913085e-05,9.245076839732494e-06,1.717911224635952e-07,1.0553966942720468e-06,3.41788757536807e-07,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.011834362495578293,4.208608411540707e+19,2.647723527845313e+19,2.7474379226406948e+16,7624631396512656.0,0.21285656278101797,0.08433312308914097,0.03677748670255421,0.0005002448828259886,0.0,0.0,0.0,0.0,0.19110232195024157,0.1037504070082656,0.4614768614140847,0.2007447974735892,0.48575035305440195,0.4557969029305351,0.610780627702785,0.45900120906307895,0.7866751424407583,0.607324130834461,1.1032896856900965e+44,5.618511225583907e+43,1553896237877.6484,1966134141426.7732,0.002464580971210344,0.00012338010956572046,6.586745108495438e-05,4.635555974255991e-06,3.513824653219359e-06,1.564854503079448e-05,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.0001781,-9.3385e+20,3.985e+17,-2.2644e+17,114040000000000.0,-10.435,0.0012695,-0.16354,1.238e-14,0.0,0.0,1.0,1.0,-2.249,0.0015605,-18.634,0.0030065,-13.84,0.0068564,-21.642,0.0067696,-23.555,0.0090986,-2.7824e+45,8.4554e+41,-16748000000000.0,29023000000.0,-0.030825,2.4446e-14,-0.0013202,-4.4136e-05,2.0985e-16,5.0651e-18,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00028607,1.4801e+17,6.3862e+17,-598620000000000.0,184480000000000.0,-0.01952,0.0020324,-0.070216,3.9952e-12,0.0,0.0,1.0,1.0,0.0074777,0.0025076,0.0041039,0.0048762,-0.072403,0.010996,-0.040056,0.011222,-0.19718,0.014685,-1.5844e+42,1.3566e+42,20959000000.0,47538000000.0,-0.00024081,4.4659e-12,-1.3546e-05,-8.9261e-07,3.4387e-14,2.0047e-15,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.00033644,9.3756e+17,7.5015e+17,616050000000000.0,216910000000000.0,-0.00062799,0.0023921,-0.041172,5.4231e-10,0.0,0.0,1.0,1.0,0.025844,0.0029487,0.026374,0.0057355,-0.011584,0.012953,-0.014828,0.013285,-0.067639,0.017288,1.2349e+42,1.5959e+42,48136000000.0,55988000000.0,0.00016198,5.64e-10,6.3385e-06,-1.0442e-07,6.3406e-12,4.14e-13,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.0004484,6.195e+18,1.0018e+18,2627200000000000.0,289740000000000.0,0.0090588,0.0031894,-0.014632,4.4992e-05,0.0,0.0,1.0,1.0,0.05314,0.0039291,0.042869,0.0075939,0.023016,0.017247,0.020207,0.017259,-0.042439,0.022946,3.5154e+42,2.1283999999999998e+42,78649000000.0,74377000000.0,0.00047142,2.6977e-05,2.5637e-05,8.6541e-07,4.8209e-07,2.9427e-08,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.33408,4.2503e+20,7.3844e+20,2.3156e+17,2.1802e+17,3.3089,2.3597,0.1235,0.010287,0.0,0.0,1.0,1.0,7.2557,2.9276,0.85262,5.639,8.5245,12.819,8.565,12.722,24.085,17.04,5.0781e+45,1.5823e+45,50200000000000.0,55394000000000.0,0.040939,0.0027045,0.0014127,0.00011836,7.4569e-05,0.00090771,
