,Scans,Tint,SZA,Longitude,Latitude,Test.RMS,Test.SlCol(O3),Test.SlErr(O3),Test.SlCol(NO2),Test.SlErr(NO2),Test.SlCol(intensityWavesLogVIS_PC1),Test.SlErr(intensityWavesLogVIS_PC1),Test.Shift(intensityWavesLogVIS_PC1),Test.Err Shift(intensityWavesLogVIS_PC1),Test.Stretch(intensityWavesLogVIS_PC1)1,Test.Stretch(intensityWavesLogVIS_PC1)2,Test.Err Stretch(intensityWavesLogVIS_PC1)1,Test.Err Stretch(intensityWavesLogVIS_PC1)2,Test.SlCol(intensityWavesLogVIS_PC2),Test.SlErr(intensityWavesLogVIS_PC2),Test.SlCol(intensityWavesLogVIS_PC3),Test.SlErr(intensityWavesLogVIS_PC3),Test.SlCol(intensityWavesLogVIS_PC4),Test.SlErr(intensityWavesLogVIS_PC4),Test.SlCol(intensityWavesLogVIS_PC5),Test.SlErr(intensityWavesLogVIS_PC5),Test.SlCol(intensityWavesLogVIS_PC6),Test.SlErr(intensityWavesLogVIS_PC6),Test.SlCol(O4),Test.SlErr(O4),Test.SlCol(CLD),Test.SlErr(CLD),Test.Shift(Spectrum),Test.Err Shift(Spectrum),Test.Stretch(Spectrum)1,Test.Stretch(Spectrum)2,Test.Err Stretch(Spectrum)1,Test.Err Stretch(Spectrum)2,Unnamed: 40
count,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,3365.0,0.0
mean,98.47904903417533,0.06414710252600472,64.28878049450209,-80.72730123417523,48.73535796404166,0.0015802132748885596,9.979718647994067e+18,3.5219247251114445e+18,6506763386713224.0,1013700377414561.6,-0.011170848755010397,0.01122471580980686,-0.03956068028856472,0.00016683558546651153,0.0,0.0,1.0,1.0,0.034814129520951066,0.01379808392273403,0.0031518825658246427,0.026740164160475415,-0.03974999565705791,0.0606415192273402,-0.02843633792451701,0.061356225319465336,-0.09359080439732563,0.08083095994056458,3.123140219316495e+42,7.473491613670119e+42,78893595914.41307,261716490044.57654,0.00026602014692332795,3.5166145051681544e-05,0.0,0.0,1.0,1.0,
std,8.473989246193993,0.03330266110534227,16.279433869746242,0.32425881212805374,0.16268887161868265,0.012593151503368103,4.063098836734733e+19,2.807356860210501e+19,2.768339001005609e+16,8073024612634253.0,0.2082155390263127,0.08955727761192454,0.035480483333907034,0.0006109547083287605,0.0,0.0,0.0,0.0,0.1888657569846982,0.10998888437782102,0.4439800536524058,0.21363409303300657,0.48735707194684086,0.48370303438068685,0.697387930140103,0.4941573652490087,0.7817956401468183,0.6456951920638591,1.0887522309379669e+44,5.957342505014265e+43,1683899776021.596,2089889640849.5654,0.002238966465049622,0.00013028076641546146,0.0,0.0,0.0,0.0,
min,31.0,0.06,38.339302,-81.360825,48.484283,0.00017985,-7.3187e+20,3.999e+17,-2.3105e+17,114620000000000.0,-9.997,0.0012757,-0.1591,5.5773e-14,0.0,0.0,1.0,1.0,-2.4476,0.0015695,-16.778,0.0030248,-12.558,0.0068948,-32.861,0.0068092,-18.117,0.0091629,-2.5536e+45,8.5053e+41,-13569000000000.0,29298000000.0,-0.019446,6.4384e-14,0.0,0.0,1.0,1.0,
25%,100.0,0.06,49.381763,-81.049843,48.564377,0.00029576,2.6295e+17,6.5765e+17,-567300000000000.0,189530000000000.0,-0.019318,0.0020919,-0.063492,4.6155e-12,0.0,0.0,1.0,1.0,0.0072466,0.002582,0.0035013,0.0050122,-0.073244,0.011331,-0.041211,0.011531,-0.19769,0.015114,-1.5077999999999998e+42,1.3969e+42,21421000000.0,48916000000.0,-0.00018341,5.0108e-12,0.0,0.0,1.0,1.0,
50%,100.0,0.06,64.383224,-80.590912,48.709763,0.00034611,1.0104e+18,7.6822e+17,609450000000000.0,222730000000000.0,-0.00093948,0.0024512,-0.032849,9.887e-10,0.0,0.0,1.0,1.0,0.025507,0.0030219,0.025734,0.0058735,-0.015269,0.013263,-0.016304,0.013544,-0.065891,0.017706,5.1516999999999996e+41,1.6354e+42,49210000000.0,57187000000.0,2.3981e-05,8.8097e-10,0.0,0.0,1.0,1.0,
75%,100.0,0.06,78.373329,-80.426613,48.907955,0.00045297,6.0658e+18,1.0076e+18,2661900000000000.0,291060000000000.0,0.0090508,0.0032084,-0.011265,9.5008e-05,0.0,0.0,1.0,1.0,0.052763,0.0039541,0.042402,0.0076365,0.019835,0.017358,0.01844,0.017314,-0.040378,0.023097,2.5224e+42,2.1412e+42,78880000000.0,74731000000.0,0.00017281,4.6618e-05,0.0,0.0,1.0,1.0,
max,100.0,0.6,95.769226,-80.368744,49.032265,0.32652,4.2451e+20,7.2528e+20,2.3053e+17,2.0954e+17,3.2504,2.3117,0.15758,0.011359,0.0,0.0,1.0,1.0,6.7318,2.8524,1.6897,5.5655,8.9644,12.521,8.7493,13.039,24.297,16.737,4.9876e+45,1.5421e+45,59337000000000.0,54602000000000.0,0.044562,0.0028404,0.0,0.0,1.0,1.0,
